Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6320534,Under the Dome,Stephen  King,"King, Stephen",,"=""1439148503""","=""9781439148501""",0,Scribner,Hardcover,1074,2009,2009,,2026/06/14,,,read,,,,1,0
60177373,Fairy Tale,Stephen  King,"King, Stephen",,"=""1668002175""","=""9781668002179""",0,Scribner,Hardcover,607,2022,2022,,2026/06/14,,,read,,,,1,0
43798285,The Institute,Stephen  King,"King, Stephen",,"=""""","=""""",0,Scribner,Hardcover,561,2019,2019,,2026/06/14,,,read,,,,1,0
18775247,Mr. Mercedes (Bill Hodges #1),Stephen  King,"King, Stephen",,"=""1476754454""","=""9781476754451""",0,Scribner,Hardcover,437,2014,2014,,2026/06/14,,,read,,,,1,0
36124936,"The Outsider (Holly Gibney, #1)",Stephen  King,"King, Stephen",,"=""1501180983""","=""9781501180989""",0,Scribner,Hardcover,561,2018,2018,,2026/06/14,,,read,,,,1,0
11566,The Green Mile,Stephen  King,"King, Stephen",,"=""0451933028""","=""9780451933027""",0,Penguin Signet,Paperback,592,1996,1996,,2026/06/14,,,read,,,,1,0
11590,’Salem’s Lot,Stephen  King,"King, Stephen",,"=""0450031063""","=""9780450031069""",0,New English Library,Paperback,483,1991,1975,,2026/06/14,,,read,,,,1,0
33124137,Pet Sematary,Stephen  King,"King, Stephen",,"=""""","=""""",0,Scribner,Kindle Edition,580,2014,1983,,2026/06/14,,,read,,,,1,0
10644930,11/22/63,Stephen  King,"King, Stephen",,"=""1451627289""","=""9781451627282""",0,Scribner,Hardcover,849,2011,2011,,2026/06/14,,,read,,,,1,0
10592,Carrie,Stephen  King,"King, Stephen",,"=""1416524304""","=""9781416524304""",0,Pocket,Mass Market Paperback,272,1999,1974,,2026/06/14,,,read,,,,1,0
10614,Misery,Stephen  King,"King, Stephen",,"=""0450417395""","=""9780450417399""",0,New English Library,Paperback,370,1992,1987,,2026/06/14,,,read,,,,1,0
87591651,The Stand,Stephen  King,"King, Stephen",Grover Gardner,"=""""","=""""",0,BBC Audio,Audiobook,,2021,1978,,2026/06/14,,,read,,,,1,0
830502,It,Stephen  King,"King, Stephen",,"=""0450411435""","=""9780450411434""",0,New English Library,Paperback,1184,1987,1986,,2026/06/14,,,read,,,,1,0
11588,"The Shining (The Shining, #1)",Stephen  King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,New English Library,Mass Market Paperback,497,1980,1977,,2026/06/14,,,read,,,,1,0
192566704,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""014240733X""","=""9780142407332""",0,Viking,Paperback,214,2021,1967,,2026/06/14,,,read,,,,1,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,Penguin Books,Paperback,1023,2003,1605,,2026/06/14,,,read,,,,1,0
11991,The Fall (Vintage International),Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",0,Vintage Books,Paperback,147,1991,1956,,2026/06/14,,,read,,,,1,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",0,Vintage International,Paperback,308,1991,1947,,2026/06/14,,,read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,Vintage International,Paperback,123,1989,1942,,2026/06/14,,,read,,,,1,0
251688,Breakfast at Tiffany’s and Three Stories,Truman Capote,"Capote, Truman",,"=""""","=""""",0,Vintage Books,Paperback,142,1993,1958,,2026/06/14,,,read,,,,1,0
36047860,Milkman,Anna Burns,"Burns, Anna",,"=""0571338763""","=""9780571338764""",0,Faber & Faber,Kindle Edition,352,2018,2018,,2026/06/14,,,read,,,,1,0
32929156,Wuthering Heights,Emily Brontë,"Brontë, Emily","Pauline Nestor, Lucasta Miller","=""0141439556""","=""9780141439556""",0,Penguin Classics,Paperback,359,2016,1847,,2026/06/14,,,read,,,,1,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,Penguin,Paperback,532,2003,1847,,2026/06/14,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,Simon & Schuster,Mass Market Paperback,249,2011,1963,,2026/06/14,,,read,,,,1,0
45032,Mansfield Park,Jane Austen,"Austen, Jane","Kathryn Sutherland, Charles Edmund Brock","=""""","=""""",0,Penguin Books,Paperback,488,2003,1814,,2026/06/14,,,read,,,,1,0
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred Mac Adam,"=""1593082649""","=""9781593082642""",0,Barnes & Noble Classics,Paperback,260,2005,1817,,2026/06/14,,,read,,,,1,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",0,Oxford University Press,Paperback,249,2004,1817,,2026/06/14,,,read,,,,1,0
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""""","=""""",0,Penguin Books,Paperback,474,2003,1815,,2026/06/14,,,read,,,,1,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane",Ros Ballaster,"=""0141439661""","=""9780141439662""",0,Penguin Books,Paperback,409,2003,1811,,2026/06/14,,,read,,,,1,0
129915654,Pride and Prejudice,Jane Austen,"Austen, Jane",,"=""""","=""""",0,Peter Pauper Press,Hardcover,400,2023,1813,,2026/06/14,,,read,,,,1,0
57524693,正欲 (Japanese Edition),Ryo Asai,"Asai, Ryo",朝井リョウ,"=""""","=""""",0,新潮社,Kindle Edition,386,2021,2021,,2026/06/14,,,read,,,,1,0
80176,"Winesburg, Ohio",Sherwood Anderson,"Anderson, Sherwood",Ted Olson,"=""0192839772""","=""9780192839770""",0,Oxford University Press,Paperback,240,1999,1919,,2026/06/14,,,read,,,,1,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,Signet Classics,Mass Market Paperback,449,2004,1868,,2026/06/14,,,read,,,,1,0
672376,Rashomon and Other Stories,Ryūnosuke Akutagawa,"Akutagawa, Ryūnosuke",Takashi Kojima,"=""0871401738""","=""9780871401731""",0,Liveright,Paperback,110,1999,1915,,2026/06/14,,,read,,,,1,0
59703631,同志少女よ、敵を撃て,Touma Aisaka,"Aisaka, Touma",逢坂 冬馬,"=""4152100648""","=""9784152100641""",0,早川書房,単行本,496,2021,2021,,2026/06/14,,,read,,,,1,0
6658129,Tokyo Vice: An American Reporter on the Police Beat in Japan,Jake Adelstein,"Adelstein, Jake",,"=""0307378799""","=""9780307378798""",0,Pantheon,Hardcover,335,2009,2009,,2026/06/14,,,read,,,,1,0
194886685,ラブカは静かに弓を持つ,安壇美緒,"安壇美緒, 安壇美緒",,"=""4087717844""","=""9784087717846""",0,集英社,Tankobon Hardcover,212,2022,,,2026/06/14,,,read,,,,1,0
36336078,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,"Aciman, André",,"=""""","=""""",0,Atlantic Books,Paperback,248,2017,2007,,2026/06/14,,,read,,,,1,0
